brand_name,product_name,price,rating,ingredients,label
Laura Mercier,Flawless Skin Mega Moisturizer SPF 15 Normal/Combination Skin,50.00,2,"Active Ingredients: Octinoxate (7.50%), Avobenzone (2.00%). Other Ingredients: Water, Ethylhexyl Methoxycinnamate, Cetearyl Alcohol, Dimethicone, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, PEG-40 Castor Oil, Butyl Methoxydibenzoylmethane, Dromiceius (Emu) Oil, Potassium Cetyl Phosphate, Tocopheryl Acetate, Polysorbate 60, Sodium Hyaluronate, Allantoin, Sodium Ascorbate, Phenoxyethanol, Methylparaben, Tetrasodium EDTA, Carbomer, Isopropylparaben, Isobutylparaben, Butylparaben, Sodium Dehydroacetate, Aminomethyl Propanol, Linalool, Propylparaben, Acrylates/C10-C30 Alkyl Acrylate Crosspolymer.",DM
Laura Mercier,Flawless Skin Repair Day Creme SPF 15,95.00,2,"Active: Octinoxate (3.5%), Other: Water, Maris Aqua (Sea Water), Glycerin, Polmethylsilsesquioxane, Ethylhexyl Methoxycinnamate, Dimethicone, Trehalose, Squalane, Butylene Glycol, Dicaprylyl Carbonate, Polyclyceryl-10 Isostearate, Cera Alba (Beeswax), Cetearyl Alcohol, Oligopeptide-6, Hexapeptide-3, Tripeptide-3, Camellia Sinensis Leaf Powder, Vitis Vinifera (Grape) Seed Oil), Hydrolyzed Xilan, Glycerylamidoethyl Methacrylate/Stearyl Methacrylate Copolymer, Argania Spinosa Kernal Oil, Dipotassium Glycyrrhizate, Hydrolyzed Collagen, Pyrus Cydonia Seed Extract, Glycosphinogolipids, Synthetic Flurophlogopite, Aluminum Hydroxide, Sodium Ascorbyl Phosphate, Yeast Betaglucan, Faex Extract (Yeast Extract), Ethyl Oleate, Carbomer, Laureth-7, Caprylic/Capric Triglyceride, PVM/MA Decadiene Crosspolymer, Tocopheryl Acetate, Zinc Oxide, Tocopherol, C13-14 Isoparaffin, Potassium Hydroxide, Dimethicone/Methicone Copolymer, Polyacrylamide, Sodium Polyacrylate, Linalool, Benzophenone-3, Butyl Methoxydibensoylmethane, Phenoxyethanol, Disodium EDTA",DM
Laura Mercier,Flawless Skin Mega Moisturizer SPF 15 Normal/Dry Skin,50.00,2,"Active: Octinoxate (7.5%), Avobenzone (2%), Other: Water, Ethylhexylmethoxycinnamate, Cyclopentasiloxane, Dimethicone, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Dromiceius (Emu) Oil, Glycerin, Sorbitol, Cetearyl Alcohol, PEG-40 Castor Oil, Butyl Methoxydibenzoylmethane, Tocopheryl Acetate, Potassium Cetyl Phosphate, Petrolatum, Polysorbate 60, Urea, Sodium Hyaluronate, Allantoin, Sodium Ascorbate, Phenoxyethanol, Methylparaben, Tetrasodium EDTA, Carbomer, Isopropylparaben, Isobutylparaben, Butylparaben, Sodium Dehydroacetate, Aminomethyl Propanol, Linalool, Propylparaben, Acrylates/C10-C30 Alkyl Acrylate Crosspolymer",DM
Laura Mercier,Flawless Skin Daily Face Shield SPF 40,45.00,3,"Active: Octyl Methoxycinnamate (7.5%), Titanium Dioxide (5%), Other: Water, Cyclomethicone, Butylene Glycol, Ethylhexyl Methoxycinnamate, Dimethicone, PEG-10 Dimethicone, Titanium Dioxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Methicone, Polyacrylate-15, Polyacrylate-17, Glycerin, Panthenol, Dipropylene Glycol, Silica, Sodium Chloride, Methicone, Dipotassium Glycyrrhizate, Acanthopanax Senticosus (Eleuthero) Root Extract, Caprylyl Glycol, Rhodiola Rosea Extract, Rhaponticum Carthamoides Root Extract, Alumina, Phenoxyethanol, Tocopheryl Acetate, Disteardimonium Hectorite, Disodium EDTA",DM
Neutrogena,Complete Acne Therapy System,21.99,2,"Skin Polishing Acne Cleanser (5.1 ounces) Active: Salicylic Acid (0.5%), Other: Water, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Sodium Cocoamphoacetate, Glycol Distearate, Polyethylene, Glycolic Acid, Sodium Lactate, Cocamidopropyl PG-Dimonium Chloride Phosphate, Polyquaternium-11, Disodium EDTA, Fragrance Sun Shield Day Lotion SPF 15 (1.7 ounces) Active: Octinoxate (7.5%), Zinc Oxide (2.94%), Other: Water, Glycerin, Pentylene Glycol, Cetearyl Alcohol, Portulaca Oleracea Extract, Butylene Glycol, Capryloyl Glycine, Dicetyl Phosphate, Glyceryl Stearate, PEG-100 Stearate, Caprylyl Methicone, Sarcosine, Cinnamomum Zeylanicum Bark Extract, Hexylene Glycol, Cedrus Atlantica Bark Extract, Propylene Glycol, Triethoxycaprylylsilane, Ceteth-10 Phosphate, Methylparaben, Propylparaben, Ethylparaben, Isopropylparaben, Isobutylparaben, Butylparaben, Disodium EDTA, Xanthan Gum, Fragrance Overnight Acne Control Lotion (1.4 ounces) Active: Benzoyl Peroxide (2.5%), Other: Water, Carbomer, Sodium Hydroxide, Laureth-4, Hydroxypropyl Methylcellulose, Disodium EDTA",DM
Neutrogena,Healthy Skin Firming Cream SPF 15,12.99,2,"Active: Avobenzone (3%), Homosalate (12%), Octisalate (5%), Octocrylene (5%), Oxybenzone (3%) Other: Water, Butylene Glycol, C12-15 Alkyl Benzoate, Tetrahydroxypropyl Ethylenediamine, Silica, Cetearyl Alcohol, Cyclopentasiloxane, Benzyl Alcohol, Dimethicone, Steareth-2, Glyceryl Stearate, Steareth-21, Phenoxyethanol, Citric Acid, Polyacrylamide, Aluminum Starch Octenylsuccinate, Cetearyl Glucoside, Dimethicone/Vinyl Dimethicone Crosspolymer, Fragrance, Arachidyl Alcohol, PEG-100 Stearate, C13-14 Isoparaffin, Disodium EDTA, Methylparaben, Ethylparaben, Behenyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Propylparaben, Pentaerythrityl Tetradi-t-butyl Hydroxyhydrocinnamate, Arachidyl Glucoside, Laureth-7, Polymethyl Methacrylate, Tocopheryl Acetate, Pantothenic Acid, Retinyl Palmitate, Ascorbic Acid",DM
Neutrogena,Visibly Even Daily Moisturizer SPF 30,13.49,4,"Active: Avobenzone (3%), Homosalate (12%), Octisalate (5%), Octocrylene (1.7%), Oxybenzone (3%), Other: Water, C12-15 Alkyl Benzoate, Dimethicone, Glycine Soja (Soybean) Seed Extract, Cetearyl Alcohol, Diethylhexyl 2, 6-Naphthalate, Ethylene/Acrylic Acid Copolymer, Glycerin, Panthenol, Phenyl Trimethicone, Silica, Aluminum Starch Octenylsuccinate, Arachidyl Alcohol, Cetearyl Glucoside, Methylparaben, Steareth-2, Polyacrylate-13, Behenyl Alcohol, Titanium Dioxide, Steareth-21, Mica, Polymethyl Methacrylate, Disodium EDTA, Polyisobutene, Arachidyl Glucoside, Pentaerythrityl Tetra Di-T-Butyl, Hydroxyhydrocinnamate, Boron Nitride, Polysorbate 20, Propylparaben, Ethylparaben, Benzalkonium Chloride, Phenoxyethanol, Fragrance",DM
Neutrogena,Healthy Skin Face Lotion SPF 15,10.99,1,"Active: Octinoxate (7.5%), Oxybenzone (5%), Other: Water Purified, Glycolic Acid, C12 15 Alkyl Benzoate, Dicaprylyl Maleate, Cetyl Alcohol, Glycerin, Stearic Acid, Glyceryl Stearate, PEG 100 Stearate, Sodium Glycolate, Tocopheryl Acetate, Retinyl Palmitate, Ascorbic Acid Polypeptide, Panthenol, Bisabolol, Tetrasodium EDTA, Xanthan Gum, Methylparaben, Propylparaben, Diazolidinyl Urea, Fragrance",DM
Neutrogena,Oil-Free Moisture SPF 35,9.99,2,"Active: Avobenzone (3%), Homosalate (12%), Octisalate (5%), Octocrylene (2.35%), Oxybenzone (6%), Other: Water, Dimethicone, Trisiloxane, Diethylhexyl 2, 6-Naphthalate, Glycerin, Potassium Cetyl Phosphate, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Behenyl Alcohol, Caprylyl Methicone, Styrene/Acrylates Copolymer, Ethylhexylglycerin, Benzyl Alcohol, Methylparaben, Cetearyl Glucoside, Xanthan Gum, Propylparaben, Disodium EDTA, BHT, Methylisothiazolinone",DM
L'Oreal Paris,Revitalift Anti-Wrinkle Firming SPF 30 Day Lotion,17.99,2,"Active: Avobenzone (3%), Homosalate (4.7 %), Octisalate (5%), Octocrylene (7%), Other: Water, Isononyl Isononanoate, Glycerin, Dimethicone, Aluminum Starch Octenylsuccinate, Sucrose Tristearate, Polymethylsilsesquioxane, Polysorbate-61, PEG-12 Dimethicone, Carbomer, Glycine Soja Protein (Soybean), Triethanolamine, Dimethiconol, Sodium Stearoyl Glutamate, Adenosine, Disodium EDTA, Hydrolyzed Elastin, Hydrolyzed Soy Protein, Yeast Extract, Acetyl Trifluoromethylphenyl Valylglycine, Xanthan Gum, Pentylene Glycol, Butylene Glycol, Retinyl Palmitate, Methylparaben, Phenoxyethanol, Caprylyl Glycol, Ethylparaben, Linalool, Geraniol, Alpha-Isomethyl Ionone, Amyl Cinnamal, Limonene, Citronellol, Butylphenyl Methylpropional, Hexyl Cinnamal, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Fragrance, Potassium Sorbate, Sodium Benzoate",DM
L'Oreal Paris,Age Perfect Anti-Sagging + Anti-Age Spot Hydrating Moisturizer Day Cream SPF 15,17.99,1,"Active: Ensulizole (1.7%), Octinoxate (7.5%), Other: Water, Cyclohexasiloxane, Glycerin, Mineral Oil, Myristyl Myristate, Stearic Acid, Ammonium Polyacryloyldimethyl Taurate, Palmitic Acid, Triethanolamine, Titanium Dioxide, PEG-100 Stearate, Glyceryl Stearate, Mannitol, PEG-20 Stearate, Stearyl Alcohol, Phenoxyethanol, Rosa Canina Fruit Oil, Cetyl Alcohol, Capryloyl Salicylic Acid, Diazolidinyl Urea, Methylparaben, Sodium Hydroxide, Acrylates Copolymer, Butylparaben, Disodium EDTA, Alumina, Cyclodextrin, Hydrolyzed Soy Protein, Jasmine Flower Extract, Yeast Extract, Linalool, Limonene, Soluble Collagen, Alpha-Isomethyl Ionone, Benzyl Benzoate, Disodium Succinate, Geraniol, Citronellol, Coumarin, Fragrance, Potassium Sorbate",DM
Neutrogena,"Healthy Defense SPF 30 Daily Moisturizer, Light Tint",13.99,2,"Active: Ensulizole (2%), Octocrylene (7.5%), Zinc Oxide (1.9%), Other: Water, Glycerin, Isohexadecane, Butyloctyl Salicylate, Cyclopentasiloxane, PEG-100 Stearate, Glyceryl Stearate, Cetearyl Alcohol, Dimethicone, Triethanolamine, Behenyl Alcohol, Sodium Hyaluronate, Codium Tomentosum, BHT, Tocopherol, Calcium Pantothenate, Bisabolol, Dicetyl Phosphate, Ceteth-10 Phosphate, Propylene Glycol, Butylene Glycol, Trimethylolpropane Triethylhexanoate, Caprylic/Capric Triglyceride, Sodium Acrylates Copolymer, Xanthan Gum, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, Isobutylparaben, Butylparaben, May Contain: Iron Oxides",DM
Neutrogena,Healthy Defense Daily Moisturizer SPF 50 with Purescreen for Sensitive Skin,13.99,3,"Active: Titanium Dioxide (5%), Zinc Oxide (3%), Other: Water, C12-15 Alkyl Benzoate, Ethylhexyl Isononanoate, Styrene/Acrylates Copolymer, Dimethicone, Silica, Ethylhexyl Hydroxystearate, Glycerin, Glyceryl Stearate, Cetyl Alcohol, PEG-100 Stearate, Ethylhexylglycerin, Polyhydroxystearic Acid, Phenoxyethanol, Alumina, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, PEG-75 Stearate, Pentylene Glycol, Bisabolol, Caprylyl Glycol, Isohexadecane, Chlorphenesin, Aluminum Stearate, Disodium EDTA, PPG-12/SMDI Copolymer, Ceteth-20, Steareth-20, Dipropylene Glycol Dibenzoate, Triethoxycaprylylsilane, Polysorbate-60, PPG-15 Stearyl Ether Benzoate, BHT",DM
Nu Skin,Tri-Phasic White Day Milk Lotion SPF 15,45.90,3,"Active: Octinoxate (7.4%), Octisalate (3%), Avobenzone (2.44%), Other: Water, Cyclomethicone, Butylene Glycol, Bis-PEG/PPG-16/16 PEG/PPG-16/16 Dimethicone, Octyldodecyl Neopentanoate, Glycerin, Squalane, Hexapeptide-2, Caprylic/Capric Triglyceride, Phenyl Trimethicone, Tocopheryl Acetate, Allantoin, Phospholipids, Xanthan Gum, Dimethiconol, Dextran, Polyphosphorylcholine Glycol Acrylate, Polysorbate 80, PEG-8, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates Copolymer, Polysorbate 60, Aminomethyl Propanol, Tetrasodium EDTA, Fragrance, Phenoxyethanol, Chlorphenesin, Methylparaben, Benzoic Acid",DM
L'Oreal Paris,Revitalift Complete Day Cream SPF 18,17.99,2,"Active: Ensulizole (1.7%), Octinoxate (7.5%), Other: Water, Cyclopentasiloxane, Glycerin, Myristyl Myristate, Stearic Acid, Triethanolamine, Ammonium Polyacryloyldimethyl Taurate, Palmitic Acid, Titanium Dioxide, PEG-100 Stearate, Glyceryl Stearate, Beeswax, PEG-20 Stearate, Stearyl Alcohol, Cetyl Alcohol, Soybean Protein, Caprylic/Capric Triglyceride, Acrylates Copolymer, Acetyl Trifluoromethylphenyl Valylglycine, Retinyl Palmitate, Alumina, Polycaprolactone, Crithmum Maritimum Extract, Myristyl Alcohol, Phenoxyethanol, Diazolidinyl Urea, Methylparaben, Butylparaben, Chlorphenesin, Sodium Dehydroacetate, Fragrance, Benzyl Salicylate, Benzyl Benzoate, Linalool, Hexyl Cinnamal, Limonene, Citronellol, Butylphenyl Methylpropional, Geraniol, Alpha-Isomethyl Ionone, Benzyl Alcohol, Amyl Cinnamal, Benzyl Cinnamate, Citral",DM
Neutrogena,Healthy Defense Daily Moisturizer SPF 50 with Helioplex,13.99,2,"Active: Avobenzone (3%), Homosalate (12%), Octisalate (5%), Octocrylene (2.35%), Oxybenzone (6%), Other: Water, Dimethicone, Triloxane, Diethylhexyl 2, 6 Naphthalate, Glycerin, Glyceryl Stearate, Cetearyl Alcohol, PEG-100 Stearate, Potassium Cetyl Phosphate, Behenyl Alcohol, Caprylyl Methicone, Ethylhexylglycerin, Pantothenic Acid, Retinyl Palmitate, Ascorbic Acid (Vitamin C), Tocopheryl Acetate, Tocopherol, BHT, Polymethyl Methacrylate, Hydrogenated Palm Glyceride, Styrene/Acrylates Copolymer, Cetearyl Glucoside, Xanthan Gum, Disodium EDTA, Methylparaben, Propylparaben, Methylisothiazolinone, Benzyl Alcohol",DM
Neutrogena,Healthy Defense SPF 30 Daily Moisturizer with Helioplex,13.99,2,"Active: Ensulizole (2%), Octocrylene (7.5%), Zinc Oxide (1.9%), Other: Water, Glycerin, Isohexadecane, Butyloctyl Salicylate, Cyclopentasiloxane, PEG-100 Stearate, Glyceryl Stearate, Cetearyl Alcohol, Dimethicone, Triethanolamine, Behenyl Alcohol, Sodium Hyaluronate, Codium Tomentosum, BHT, Tocopherol, Calcium Pantothenate, Bisabolol, Dicetyl Phosphate, Ceteth-10 Phosphate, Propylene Glycol, Butylene Glycol, Trimethylolpropane Triethylhexanoate, Caprylic/Capric Triglyceride, Sodium Acrylates Copolymer, Xanthan Gum, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, Isobutylparaben, Butylparaben",DM
Nu Skin,"Moisture Restore Day Protective Lotion SPF 15, for Normal to Dry Skin",30.60,3,"Active: Octinoxate (7.5%), Zinc Oxide (3.5%), Other: Water, Octyldodecyl Neopentanoate, Glycerin, Ceteth-20, Cyclomethicone, Limnanthes Alba (Meadowfoam) Seed Oil, Cetyl Alcohol, Dimethicone, Glyceryl Stearate, PEG-75 Stearate, Dunaliella Salina (Algae) Extract, Butyrospermum Parkii (Shea Butter) Extract, Oenothera Biennis (Evening Primrose) Oil, Tocopheryl Acetate, Calendula Officinalis Flower Extract, Anthemis Nobilis (Chamomile) Flower Extract, Tilia Cordata (Linden) Flower Extract, Centaurea Cyanus (Cornflower) Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hypericum Perforatum (St. Johns Wort) Extract, Allantoin, Butylene Glycol, Polyacrylamide, Laureth-7, Steareth-20, Myristyl Myristate, C13-14 Isoparaffin, Polydecene, Fragrance, Tetrasodium EDTA, Phenoxyethanol, Chlorphenesin, Methylparaben, Propylparaben, Benzoic Acid",DM
Murad,Sheer Lustre Day Moisture SPF 15,70.00,1,"Active: Avobenzone (2%), Octinoxate (7.5%), Oxybenzone (2%), Other: Water, Butylene Glycol, Oleyl Alcohol, Diglycerin, Butyrospermum Parkii (Shea Butter), Persea Gratissima (Avocado) Oil Unsaponifiables, Dimethicone, Squalane, Diisopropyl Sebacate, Glycerin, Isodecyl Neopentanoate, Lauryl Lactate, Trifolium Pratense (Clover) Flower Extract, Cetyl Phosphate, Glycine Soja (Soybean) Oil, Dioscorea Villosa (Wild Yam) Root Extract, Glyceryl Stearate, PEG-100 Stearate, Cetyl Alcohol, Stearic Acid, Larrea Divaricata Extract, Glycine Soja (Soybean) Protein, Lecithin, Avena Sativa (Oat) Kernel Extract, Artemia Extract, Alnus Firmifolia Fruit Extract, Glycine Soja (Soybean) Sterols, Retinol, Caprylic/Capric Triglyceride, Borago Officinalis Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Cyclopentasiloxane, Dimethiconol, Serenoa Serrulata Fruit Extract, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Sodium PCA, Hydrolyzed Ulva Lactuca Extract, Panthenol, Menthoxypropanediol, Tocopherol, Ascorbyl Palmitate, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben, Limonene, Linalool, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantifolia (Lime) Oil, Citrus Tangerina (Tangerine) Peel Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Prunus Amygdalus Amara (Bitter Almond) Kernel Oil, Barosma Betulina Leaf Oil, Echium Plantagineum Seed Oil, Silica, Mica, Titanium Dioxide",DM
Murad,Perfecting Day Cream SPF 30,49.00,1,"Active: Avobenzone (2%), Homosalate (6.5%), Octisalate (5%), Octinoxate (7.5%), Oxybenzone (4%), Other: Water, Butylene Glycol, Pentylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Diisopropyl Sebacate, Isodecyl Neopentanoate, Lauryl Lactate, Stearic Acid, Sorbitan Stearate, Cetearyl Alcohol, Ceteareth-20, Citrus Medica Limonum (Lemon) Peel Extract, Calendula Officinalis Flower Extract, Glycolipids, Sodium Hyaluronate, Lecithin, Tocopherol, Hydrogen Peroxide, Dipotassium Glycyrrhizate, Punica Granatum Extract, Lavandula Angustifolia (Lavender) Oil, Magnesium Ascorbyl Phosphate, Hydrolyzed Soy Flour, Avena Sativa (Oat) Kernel Protein, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Vitis Vinifera (Grape) Seed Extract, Camellia Sinensis Leaf Extract, Oenothera Biennis (Evening Primrose) Oil, Borago Officinalis Seed Oil, Sodium PCA, Dimethicone, Ascorbyl Palmitate, Propylene Glycol, Carbomer, Sclerotium Gum, Aminomethyl Propanol, Chlorphenesin, Phenoxyethanol, Methylparaben, Propylparaben, Disodium EDTA",DM
Murad,Correcting Moisturizer SPF 15,39.00,1,"Active: Octinoxate (7.5%), Zinc Oxide (2%), Other: Water, Neopentyl Glycol Diethylhexanoate, Butylene Glycol, Cetyl Alcohol, C12-15 Alkyl Benzoate, Glyceryl Stearate, PEG-100 Stearate, Dimethicone, Cetyl Phosphate, Neopentyl Glycol Diisostearate, Lactic Acid, Glycine Soja (Soybean) Protein, Punica Granatum Extract, Triclosan, Hydrogen Peroxide, Lycium Barbarum Fruit Extract, Linoleic Acid, Mentha Piperita (Peppermint) Leaf Extract, Dipotassium Glycyrrhizate, Panthenol, Magnesium Aluminum Silicate, Xanthan Gum, Sodium Hydroxide, Benzyl Alcohol, Chlorphenesin, Phenoxyethanol, Methylparaben, Butylparaben, Ethylparaben, Propylparaben, Isobutylparaben, Citrus Medica Limonum (Lemon) Peel Oil, Chamomilla Recutita (Matricaria) Flower Oil, Morrocan Chamomile Oil, FD&C Blue No. 1, FD&C Yellow No. 5",DM
Murad,Face Defense SPF 15,33.00,2,"Active: Avobenzone (2.5%), Octinoxate (7.5%), Oxybenzone (2%), Other: Water, Butylene Glycol, Isononyl Isononanoate, Pentylene Glycol, Neopentyl Glycol Diethylhexanoate, Bis-PEG/PPG-16/16 PEG/PPG-16/16 Dimethicone, Dicaprylyl Ether, Cetearyl Alcohol, PEG-100 Stearate, Glyceryl Stearate, Neopentyl Glycol Diisostearate, Caprylic/Capric Triglyceride, Chitosan Ascorbate, Tocopheryl Acetate, Zinc Gluconate, Sodium PCA, Betaine, Sorbitol, Glycine, Alanine, Proline, Serine, Threonine, Arginine, Lysine, Glutamic Acid, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Geranium Maculatum Oil, Panthenol, Dimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Aminomethyl Propanol, Polysorbate 80, Phenoxyethanol, Methylparaben, Ethylparaben, Butylparaben, Propylparaben, Isobutylparaben",DM
Murad,Balancing Moisturizer Broad Spectrum SPF 15,35.00,3,"Active: Avobenzone (2.5%), Octinoxate (7.5%), Oxybenzone (2%), Other: Water, Butylene Glycol, Isononyl Isononanoate, Pentylene Glycol, Neopentyl Glycol Diethylhexanoate, Neopentyl Glycol Diisostearate, Bis-PEG/PPG-16/16 PEG/PPG-16/16 Dimethicone, Caprylic/Capric Triglyceride, Dicaprylyl Ether, Cetearyl Alcohol, PEG-100 Stearate, Glyceryl Stearate, Punica Granatum Extract, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Panthenol, Epilobium Angustifolium Extract, Artemia Extract, Alnus Firmifolia Fruit Extract, Sodium Ascorbyl Phosphate, Dimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Aminomethyl Propanol, Polysorbate 80, Phenoxyethanol, Methylparaben, Ethylparaben, Butylparaben, Propylparaben, Isobutylparaben, Fragrance",DM
Murad,Essential-C Day Moisture Broad Spectrum SPF 30/PA+++,60.00,3,"Active:Octinoxate (7.5%); Homosalate (6.5%); Octisalate (5%); Avobenzone (3%); Oxybenzone (2%). Other Ingredients: Water, Butylene Glycol, Stearic Acid, Diisopropyl Sebacate, Cocoglycerides, Lauryl Lactate, Glyceryl Stearate, PEG-100 Stearate, Isodecyl Neopentanoate, Dimethicone, Cetyl Alcohol, Cetyl Phosphate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Pelvetia Canaliculata (Brown Seaweed) Extract, Ectoin, Ginkgo Biloba Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Passiflora Incarnata Extract, Tetrahexyldecyl Ascorbate, Sodium PCA, Panthenol, Tripleurospermum Maritima Extract, Zinc Gluconate, Ethyl Linoleate, Magnesium Aluminum Silicate, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene, Linalool, Fragrance, Yellow 6, Red 33.",DM
Nu Skin,AgeLoc Radiant Day SPF 22,63.80,2,"Active: Avobenzone (3%), Homosalate (5%), Octisalate (4%), Octocrylene (2%), Other: Water, Glycerin, Cyclopentasiloxane, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Glyceryl Stearate, PEG-100 Stearate, Dimethicone, Cyclohexasiloxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Cetyl Alcohol, Methyl Gluceth-10, Steareth-2, Steareth-21, Isohexadecane, Nylon-12, Hydrolyzed Jojoba Esters, Jojoba Esters, Bambusa Vulgaris Leaf/Stem Extract, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Hexapeptide-2, Narcissus Tazetta Bulb Extract, Salicin, Schizandra Chinensis Fruit Extract, Butyrospermum Parkii(Shea Butter), Polysorbate 80, Titanium Dioxide, Butylene Glycol, Citric Acid, Disodium EDTA, Fragrance, Chlorphenesin, Phenoxyethanol, Caprylyl Glycol, 1, 2-Hexanediol, Tropolone",DM
Nu Skin,180º UV Block Hydrator SPF 18,52.20,3,"Active: Ethylhexyl Methoxycinnamate (7%), Zinc Oxide (5%), Other: Water, Octyldodecyl Neopentanoate, Cyclomethicone, Pentylene Glycol, Methylpropanediol, Ceteth-20, Dimethicone, Trilaureth-4 Phosphate, Caprylic/Capric Triglyceride, Glyceryl Stearate, PEG-100 Stearate, Di-C12-15 Alkyl Fumarate, Tocopheryl Acetate, Panthenol, Plankton Extract, Butyrospermum Parkii (Shea Butter), Lecithin, Persea Gratissima (Avocado) Oil, Stearyl Glycyrrhetinate, Cetyl Alcohol, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Glycerin, Butylene Glycol, Xanthan Gum, PEG-75 Stearate, Steareth-20, Triethoxycaprylylsilane, Disodium EDTA, Fragrance, Phenoxyethanol, Chlorphenesin, Benzoic Acid, Methylparaben, Ethylparaben, Propylparaben",DM
L'Oreal Paris,Collagen Moisture Filler Day Lotion SPF 15,11.49,1,"Active: Ensulizole (1.8%), Octinoxate (7.49%), Other: Water, Glycerin, Alcohol Denatured, Cyclohexasiloxane, Dimethicone, Silica, PEG-20 Methyl Glucose Sesquistearate, Caprylic/Capric Triglyceride, Pentylene Glycol, Polymethyl Methacrylate, Dipropylene Glycol, Cyclopentasiloxane, Ammonium Polyacryloyldimethyl Taurate, Triethanolamine, Shea Butter, Hdi/Trimethylol Hexyllactone Crosspolymer, Dimethiconol, Caprylyl Glycol, Divinyldimethicone/Dimethicone Copolymer, Boswella Serrata Extract, Pentaerythrityl Tetraisostearate, Manganese Gluconate, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Benzyl Salicylate, C12-13 Pareth-23, Linalool, Hexyl Cinnamal, C12-13 Pareth-23, Soluble Collagen, Silica Dimethyl Silylate, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Sodium Chondroitin Sulfate, Benzyl Alcohol, Citronellol, Fragrance, Phenoxyethanol, Methylparaben, Potassium Sorbate",DM
M.A.C.,Prep + Prime Face Protect Lotion SPF 50,31.00,2,"Active Ingredients: Avobenzone (3%), Homosalate (5%), Octisalate (5%), Octocrylene (2.7%), Oxybenzone (3%). Other: Water, Butyloctyl Salicylate, Methyl Trimethicone, Neopentyl Glycol Diheptanoate, Aleurites Moluccana (Kukui) Seed Oil, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Peg-100 Stearate, Butylene Glycol, Glyceryl Stearate, Dipentaerythrityl Tri-Polyhydroxystearate, Sodium Hyaluronate, Lavandula Angustifolia (Lavender) Flower Water, Laminaria Ochroleuca Extract, Laminaria Digitata Extract, Algae Extract, Caffeine, Ethylhexylglycerin, Caprylic/Capric Triglyceride, Sorbitol, Methyldihydrojasmonate, Ergothioneine, Dehydroxanthan Gum, Vp/Eicosene Copolymer, Saccharide Isomerate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Potassium Cetyl Phosphate, Caprylyl Glycol, Citric Acid, Stearic Acid, Cetyl Alcohol, Linalool, Limonene, Disodium EDTA, Phenoxyethanol, Sodium Dehydroacetate, Mica",DM
